step,loss,acc
100,0.7141015625,0.5124400219321251
200,0.6700439453125,0.5860400268435478
300,0.6483203125,0.6210000282526016
400,0.6364208984375,0.6346000307798385
500,0.6275146484375,0.6425600308179855
600,0.6161181640625,0.6529600274562836
700,0.60119140625,0.6723200327157974
800,0.5860107421875,0.6826800358295441
900,0.5712255859375,0.6966000300645828
1000,0.5523681640625,0.711640031337738
1100,0.5411474609375,0.7206800305843353
1200,0.52196044921875,0.736880031824112
1300,0.51634521484375,0.7414000320434571
1400,0.503876953125,0.749960036277771
1500,0.4940673828125,0.757480034828186
1600,0.487861328125,0.7593600314855575
1700,0.47904052734375,0.7670400333404541
1800,0.4707666015625,0.7695600342750549
1900,0.45908935546875,0.7793600368499756
2000,0.457939453125,0.781160038113594
2100,0.4431884765625,0.7869200378656387
2200,0.43881591796875,0.7930000388622284
2300,0.43114990234375,0.7991200357675552
2400,0.4200146484375,0.8062000417709351
2500,0.41965087890625,0.8044400411844254
2600,0.41035400390625,0.8108000385761261
2700,0.40453125,0.8126800382137298
2800,0.3956982421875,0.8186400401592254
2900,0.3868994140625,0.8252000421285629
3000,0.37981201171875,0.8275600391626358
3100,0.3738720703125,0.8310000419616699
3200,0.37052978515625,0.8338400441408157
3300,0.36140869140625,0.8378400427103042
3400,0.35226318359375,0.8421600425243377
3500,0.3448046875,0.844360044002533
3600,0.33784912109375,0.8501600408554078
3700,0.3269970703125,0.8553600424528122
3800,0.322774658203125,0.8580400437116623
3900,0.311630859375,0.8640800362825394
4000,0.31633056640625,0.8633200395107269
4100,0.292158203125,0.8756800425052643
4200,0.28831787109375,0.8771200412511826
4300,0.278663330078125,0.8830000412464142
4400,0.274990234375,0.8824400448799133
4500,0.263817138671875,0.889480043053627
4600,0.256685791015625,0.8923200440406799
4700,0.24341064453125,0.8996400439739227
4800,0.246497802734375,0.8956000405550003
4900,0.244609375,0.8985600465536118
5000,0.225660400390625,0.9072400450706481
