step,loss,acc
100,0.7323388671875,0.5111600250005722
200,0.67146484375,0.5854400274157524
300,0.6520556640625,0.6151600277423859
400,0.6415478515625,0.6260800272226333
500,0.6238671875,0.6476000291109085
600,0.6091455078125,0.659480031132698
700,0.5950537109375,0.6741200286149979
800,0.5727978515625,0.6962800288200378
900,0.55809814453125,0.7074000328779221
1000,0.537744140625,0.7264000332355499
1100,0.5237646484375,0.7348800319433212
1200,0.51021728515625,0.7432400363683701
1300,0.49773681640625,0.754560033082962
1400,0.4894873046875,0.7602800345420837
1500,0.4797705078125,0.765480039715767
1600,0.46493896484375,0.7742400354146958
1700,0.45363525390625,0.7846800345182419
1800,0.44711181640625,0.7869600361585617
1900,0.43551025390625,0.796440035700798
2000,0.43013671875,0.7993600386381149
2100,0.42076904296875,0.8045600372552871
2200,0.4120458984375,0.8072400385141373
2300,0.40766357421875,0.8146000385284424
2400,0.3916845703125,0.8225200414657593
2500,0.38971435546875,0.8234000438451767
2600,0.37841552734375,0.8289600443840027
2700,0.37190673828125,0.8342000430822373
2800,0.3681201171875,0.8329200410842895
2900,0.35704833984375,0.8402400434017181
3000,0.34374755859375,0.8470800423622131
3100,0.33722412109375,0.8488800436258316
3200,0.3275048828125,0.8580400401353836
3300,0.317510986328125,0.8627600407600403
3400,0.31479248046875,0.8637600427865982
3500,0.30423583984375,0.8689200401306152
3600,0.2943115234375,0.874600043296814
3700,0.282293701171875,0.8805600440502167
3800,0.28350830078125,0.8789600437879562
3900,0.271119384765625,0.8848000431060791
4000,0.262080078125,0.8898400467634201
4100,0.259459228515625,0.8922400426864624
4200,0.246385498046875,0.8987600457668304
4300,0.244195556640625,0.8984800428152084
4400,0.234700927734375,0.9054000455141068
4500,0.221268310546875,0.9082000422477722
4600,0.2127886962890625,0.9146400427818299
4700,0.209110107421875,0.9149200427532196
4800,0.20757568359375,0.9162400454282761
4900,0.1958758544921875,0.9217600440979004
5000,0.1864056396484375,0.9276400458812714
