step,loss,acc
100,0.7287158203125,0.5078400221467018
200,0.666337890625,0.5927600300312043
300,0.648798828125,0.6187200313806533
400,0.6354052734375,0.633880028128624
500,0.628046875,0.6409600305557251
600,0.61087890625,0.6556400322914123
700,0.5892041015625,0.6794800287485123
800,0.5718798828125,0.6959600347280502
900,0.56218017578125,0.7019200325012207
1000,0.54330810546875,0.7198400312662124
1100,0.5305712890625,0.7264800333976745
1200,0.5170263671875,0.7418800348043442
1300,0.50552734375,0.7480800342559815
1400,0.49588134765625,0.7538000357151031
1500,0.4826513671875,0.7634400337934494
1600,0.4721875,0.7725600349903107
1700,0.46590576171875,0.779320034980774
1800,0.457724609375,0.7817600375413895
1900,0.4477685546875,0.7904000377655029
2000,0.440693359375,0.7932000416517258
2100,0.43206787109375,0.7978000384569168
2200,0.4226904296875,0.8016400414705277
2300,0.413935546875,0.8063600385189056
2400,0.4086279296875,0.8138400387763977
2500,0.39748779296875,0.8170800399780274
2600,0.39803466796875,0.8158000391721726
2700,0.3869482421875,0.8232400399446488
2800,0.3712353515625,0.831760043501854
2900,0.3762060546875,0.8310800403356552
3000,0.36039794921875,0.8363200426101685
3100,0.3546923828125,0.8435200411081314
3200,0.3515771484375,0.8449200403690338
3300,0.342490234375,0.8508000379800796
3400,0.332623291015625,0.8541600412130356
3500,0.322161865234375,0.859640041589737
3600,0.315303955078125,0.8642000424861908
3700,0.303043212890625,0.8690000438690185
3800,0.29984375,0.8713200414180755
3900,0.29074462890625,0.8761600434780121
4000,0.28117431640625,0.8804800426959991
4100,0.270206298828125,0.8847200435400009
4200,0.262392578125,0.8902400416135788
4300,0.2612939453125,0.8884400433301926
4400,0.2436279296875,0.9002400434017181
4500,0.241141357421875,0.9007600438594818
4600,0.239180908203125,0.9042000466585159
4700,0.2317919921875,0.903360043168068
4800,0.226578369140625,0.9080400443077088
4900,0.217474365234375,0.9118400454521179
5000,0.2050640869140625,0.9186400467157364
