step,loss,acc
100,0.56585693359375,0.6978800320625305
200,0.44347412109375,0.7928800332546234
300,0.37929443359375,0.8286000406742096
400,0.3359228515625,0.8524800455570221
500,0.297708740234375,0.8698400419950485
600,0.264791259765625,0.8870400428771973
700,0.23803955078125,0.8995200431346894
800,0.20517822265625,0.9178800445795059
900,0.185506591796875,0.9242000424861908
1000,0.1616571044921875,0.9359200471639633
1100,0.148565673828125,0.9405200493335724
1200,0.141009521484375,0.9449200469255448
1300,0.12026092529296875,0.9532000440359115
1400,0.115506591796875,0.9556000488996506
1500,0.10439605712890625,0.9598000472784043
1600,0.099779052734375,0.9618800449371337
1700,0.09059844970703125,0.9666000473499298
1800,0.081348876953125,0.9690400475263595
1900,0.07733551025390625,0.9709600448608399
2000,0.06824951171875,0.9756000447273254
2100,0.07032196044921875,0.9732000452280044
2200,0.06516921997070313,0.9762000411748886
2300,0.05780166625976563,0.9789600431919098
2400,0.062271728515625,0.9775200426578522
2500,0.05568695068359375,0.9795600414276123
2600,0.05405288696289062,0.979840041399002
2700,0.04918243408203125,0.9832000374794007
2800,0.04661605834960938,0.983400040268898
2900,0.04660545349121094,0.9834400379657745
3000,0.04586669921875,0.9833600389957428
3100,0.044443359375,0.9832800424098969
3200,0.04172172546386719,0.9851600384712219
3300,0.042092056274414064,0.9856800389289856
3400,0.038070068359375,0.985960037112236
3500,0.036748008728027345,0.9869600385427475
3600,0.0379644775390625,0.9868400400876999
3700,0.03609962463378906,0.9876400357484818
3800,0.03323158264160156,0.9878000396490098
3900,0.032952499389648435,0.9879200375080108
4000,0.0369775390625,0.9874800360202789
4100,0.02994476318359375,0.9896800369024277
4200,0.034293289184570315,0.9878000372648239
4300,0.03371238708496094,0.9878400379419326
4400,0.026754379272460938,0.9911200374364852
4500,0.026778564453125,0.9906400352716446
4600,0.028463096618652345,0.990320035815239
4700,0.027613792419433594,0.9901600354909896
4800,0.02546173095703125,0.9908800345659255
4900,0.02563819885253906,0.9907200366258622
5000,0.024993171691894533,0.9908800393342971
