step,loss,acc
100,0.6011962890625,0.6680800327658654
200,0.52735595703125,0.7354000306129456
300,0.491337890625,0.7576800340414047
400,0.46723388671875,0.7727200347185135
500,0.43498779296875,0.7926000380516052
600,0.405947265625,0.8135600388050079
700,0.3790185546875,0.8269200390577316
800,0.3544384765625,0.842120041847229
900,0.32750244140625,0.8563200426101685
1000,0.307518310546875,0.8663600379228592
1100,0.283145751953125,0.8806800419092178
1200,0.253935546875,0.893680044412613
1300,0.2324365234375,0.9060000431537628
1400,0.21569580078125,0.9138800472021102
1500,0.197423095703125,0.921280044913292
1600,0.183514404296875,0.9274000436067581
1700,0.1683111572265625,0.9338000434637069
1800,0.164598388671875,0.9366400450468063
1900,0.1535540771484375,0.9411200481653214
2000,0.139906005859375,0.9472400480508805
2100,0.132984619140625,0.9495600455999375
2200,0.1302056884765625,0.9524000459909439
2300,0.1122320556640625,0.9585600477457047
2400,0.1148431396484375,0.9574800497293472
2500,0.10912200927734375,0.9598800516128541
2600,0.0980072021484375,0.9632400459051133
2700,0.10582733154296875,0.9617200464010238
2800,0.0960601806640625,0.9662000471353531
2900,0.08709091186523438,0.9692800486087799
3000,0.0874566650390625,0.9687200462818146
3100,0.08922210693359375,0.9667200440168381
3200,0.0859490966796875,0.9682400476932526
3300,0.0810528564453125,0.9696400487422943
3400,0.075263671875,0.9722800505161285
3500,0.07697845458984375,0.9720400506258011
3600,0.06600311279296875,0.975400043129921
3700,0.07680618286132812,0.9730400449037552
3800,0.06380355834960938,0.977720046043396
3900,0.0655364990234375,0.9762000405788421
4000,0.06536773681640624,0.9766800457239151
4100,0.06046951293945312,0.9775600439310074
4200,0.06394577026367188,0.9783200418949127
4300,0.06273117065429687,0.9769200420379639
4400,0.059549713134765626,0.9798000431060792
4500,0.055294189453125,0.9806800419092179
4600,0.0569537353515625,0.9800400429964066
4700,0.060429534912109374,0.9782800424098969
4800,0.05004547119140625,0.9818400394916534
4900,0.049385910034179685,0.9825600421428681
5000,0.05728927612304688,0.9789600425958633
