step,loss,acc
100,0.5991650390625,0.6712400287389755
200,0.53244140625,0.727400034070015
300,0.49170166015625,0.7573200350999832
400,0.465966796875,0.7757600349187851
500,0.45039306640625,0.7880400359630585
600,0.421943359375,0.806440041065216
700,0.40838134765625,0.8119600385427475
800,0.392314453125,0.8182000398635865
900,0.3669091796875,0.8340000432729721
1000,0.355517578125,0.8422800415754318
1100,0.3392041015625,0.8496000409126282
1200,0.3192236328125,0.8628400403261185
1300,0.30546142578125,0.8714000397920608
1400,0.293218994140625,0.8743600422143936
1500,0.275462646484375,0.8836000448465348
1600,0.261783447265625,0.8901200419664383
1700,0.24147216796875,0.9035600447654724
1800,0.22790771484375,0.906040044426918
1900,0.219755859375,0.9121600443124771
2000,0.2096771240234375,0.9162400478124618
2100,0.194532470703125,0.9222000420093537
2200,0.1805841064453125,0.9290800416469573
2300,0.177724609375,0.9303600412607193
2400,0.1554248046875,0.9406000477075577
2500,0.1567510986328125,0.9387600445747375
2600,0.1458673095703125,0.9442800450325012
2700,0.14586669921875,0.9443200421333313
2800,0.1356158447265625,0.9494000494480133
2900,0.127095947265625,0.9528800457715988
3000,0.1216973876953125,0.9560800492763519
3100,0.1174920654296875,0.9560800474882126
3200,0.11150177001953125,0.9601200473308563
3300,0.1141485595703125,0.9588000440597534
3400,0.10569793701171876,0.96152004301548
3500,0.09981109619140625,0.9656800472736359
3600,0.09578704833984375,0.9653600472211837
3700,0.09281829833984374,0.9667600464820861
3800,0.0962396240234375,0.9646000462770462
3900,0.09102142333984375,0.966800047159195
4000,0.08400390625,0.9703600484132767
4100,0.08706390380859375,0.9686800497770309
4200,0.084600830078125,0.9691600465774536
4300,0.0803472900390625,0.9717600452899933
4400,0.08011199951171875,0.9717200440168381
4500,0.07191558837890626,0.9751200479269028
4600,0.07222396850585938,0.9741200464963913
4700,0.06701278686523438,0.9760000419616699
4800,0.06716903686523437,0.9763600432872772
4900,0.0746624755859375,0.9732400470972061
5000,0.065198974609375,0.9773200416564941
