step,loss,acc
100,0.7185888671875,0.5181600227952003
200,0.6683056640625,0.5861600282788276
300,0.6555078125,0.6095200282335281
400,0.64537109375,0.6226000297069549
500,0.6307373046875,0.6410000306367875
600,0.617958984375,0.6499200290441514
700,0.602587890625,0.6680800282955169
800,0.5885302734375,0.678840029835701
900,0.57603515625,0.6917600327730179
1000,0.5675390625,0.6991600328683854
1100,0.55251220703125,0.7088400322198868
1200,0.5431201171875,0.7218000316619873
1300,0.52716064453125,0.7339600336551666
1400,0.51609130859375,0.7368000364303589
1500,0.51474853515625,0.7402000296115875
1600,0.49631103515625,0.7534000325202942
1700,0.492568359375,0.7566800349950791
1800,0.4808544921875,0.7632800358533859
1900,0.4763720703125,0.7682000350952148
2000,0.4691796875,0.7693200373649597
2100,0.46085693359375,0.7770800340175629
2200,0.4529345703125,0.783440033197403
2300,0.44337646484375,0.7893600392341614
2400,0.442529296875,0.7922800409793854
2500,0.4331591796875,0.7927600365877151
2600,0.42718994140625,0.8002400398254395
2700,0.423701171875,0.8029600381851196
2800,0.41235595703125,0.8068000364303589
2900,0.41266357421875,0.8062800371646881
3000,0.39688232421875,0.8182000428438186
3100,0.39182861328125,0.8210000401735306
3200,0.38584716796875,0.8242400389909744
3300,0.3814794921875,0.8244400405883789
3400,0.36802734375,0.8343200409412384
3500,0.35969482421875,0.838160040974617
3600,0.35984619140625,0.8372800415754318
3700,0.345224609375,0.8463200408220292
3800,0.335562744140625,0.8511200398206711
3900,0.331851806640625,0.8550400429964066
4000,0.322166748046875,0.8596000432968139
4100,0.323441162109375,0.854760040640831
4200,0.309796142578125,0.8660400468111038
4300,0.301143798828125,0.8698400413990021
4400,0.29112548828125,0.8739600425958634
4500,0.281336669921875,0.8804800426959991
4600,0.274307861328125,0.8814400428533554
4700,0.274656982421875,0.8828000456094742
4800,0.2544580078125,0.8935200428962707
4900,0.253521728515625,0.8937600439786911
5000,0.240902099609375,0.9011600422859192
